facility_id,canonical_name,latest_year_present,responsible_emitter,anzsic,state,years_present,n_years,min_match_confidence,needs_review,latitude,longitude,geocode_confidence,name_2024-25,name_2023-24,name_2022-23,name_2021-22,name_2020-21,geocode_matched_place
F0219,Wilpinjong Coal Mine,2024-25,WILPINJONG COAL PTY LTD,Coal mining (060),NSW,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-32.3325955,149.8684926,likely,Wilpinjong Coal Mine,Wilpinjong Coal Mine,Wilpinjong Coal Mine,Wilpinjong Coal Mine,Wilpinjong Coal Mine,"Wilpinjong Coal Mine, New South Wales, Australia"
F0220,Wodgina Lithium Project,2024-25,MARBL Lithium Operations Pty Ltd,Metal ore mining (080),WA,2024-25,1,100.0,False,-21.17640201,118.6747348,not found,Wodgina Lithium Project,,,,,
F0255,Wodgina Operations,2023-24,MARBL Lithium Operations Pty Ltd,Metal ore mining (080),WA,"2023-24,2022-23",2,100.0,False,-21.17640201,118.6747348,not found,,Wodgina Operations,Wodgina Operations,,,
F0221,Woodlawn Bioreactor,2024-25,Veolia Environmental Services (Australia) Pty Ltd,"Waste treatment, disposal and remediation services (292)",NSW,"2024-25,2021-22",2,96.25,True,-35.0627554,149.570211,likely,Woodlawn Bioreactor,,,NSW - Woodlawn Bioreactor,,"Woodlawn Bioreactor, Woodlawn Mines, Tarago, New South Wales, 2580, Australia"
F0223,YAN01 Yandi/Marillana Creek Mine - MNG Facility,2024-25,BHP IRON ORE PTY LTD,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.72278004,119.0809047,not found,YAN01 Yandi/Marillana Creek Mine - MNG Facility,YAN01 Yandi/Marillana Creek Mine - MNG Facility,YAN01 Yandi/Marillana Creek Mine - MNG Facility,YAN01 Yandi/Marillana Creek Mine - MNG Facility,YAN01 Yandi/Marillana Creek Mine - MNG Facility,
F0228,YPF AMMONIA PLANT,2024-25,Yara Pilbara Fertilisers Pty Ltd,Fertiliser and pesticide manufacturing (183),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-20.62425233,116.7831496,not found,YPF AMMONIA PLANT,YPF AMMONIA PLANT,YPF AMMONIA PLANT,YPF AMMONIA PLANT,YPF AMMONIA PLANT,
F0224,Yandicoogina Mine,2024-25,Hamersley Iron - Yandi Pty Limited,Metal ore mining (080),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-22.7912258,119.2537446,likely,Yandicoogina Mine,Yandicoogina Mine,Yandicoogina Mine,Yandicoogina Mine,Yandicoogina Mine,"RTIO Yandicoogina mine, Newman, Western Australia, Australia"
F0225,Yarnima Power Station,2024-25,BHP IRON ORE PTY LTD,Electricity generation (261),WA,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.34343927,119.7109432,not found,Yarnima Power Station,Yarnima Power Station,Yarnima Power Station,Yarnima Power Station,Yarnima Power Station,
F0226,Yarrabee Coal Mine (Open Cut),2024-25,YARRABEE COAL COMPANY PTY. LTD.,Coal mining (060),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.27171509,149.0169535,not found,Yarrabee Coal Mine (Open Cut),Yarrabee Coal Mine (Open Cut),Yarrabee Coal Mine (Open Cut),Yarrabee Coal Mine (Open Cut),Yarrabee Coal Mine (Open Cut),
F0227,Yarwun Nitrates,2024-25,ORICA AUSTRALIA PTY LTD,Other basic chemical product manufacturing (189),QLD,"2024-25,2023-24,2022-23,2021-22,2020-21",5,100.0,False,-23.83499347,151.1689784,not found,Yarwun Nitrates,Yarwun Nitrates,Yarwun Nitrates,Yarwun Nitrates,Yarwun Nitrates,
